"SC","名称","決算期","決算発表日（本決算）","売上高（百万円）","営業利益（百万円）","経常利益（百万円）","当期利益（百万円）","総資産（百万円）","自己資本（百万円）","資本金（百万円）","有利子負債（百万円）","自己資本比率","ROE","ROA","発行済株式数"
"4936","アクシージア","202207","20220914","8215","1633","1746","1116","10053","8396","2109","554","83.5","14.32","12.18","25851000"
"4937","Waqoo","202209","20221118","2731","-39","-21","-57","1563","742","572","644","47.5","-7.68","-3.65","3006178"
"4951","エステー","202203","20220426","45469","3250","3481","1109","44402","31274","7065","413","70.4","3.5","2.43","23000000"
"4955","アグロカネショウ","202212","20230210","16640","1650","1707","917","28070","19846","1809","1807","70.7","4.71","3.35","13404862"
"4956","コニシ","202203","20220428","113671","7298","7822","5135","119148","68665","4603","406","57.6","7.69","4.41","40707440"
"4957","ヤスハラケミカル","202203","20220428","12570","745","1128","757","24981","19341","1789","2839","77.4","3.97","3.02","10839663"
"4958","長谷川香料","202209","20221111","62398","8051","9075","8007","133553","110778","5364","-","82.9","7.67","6.29","42708154"
"4960","ケミプロ化成","202203","20220510","9743","552","264","179","13452","4574","2155","5364","34","3.93","1.32","16623613"
"4963","星光PMC","202212","20230213","32418","1884","2394","1647","46557","30779","2000","6217","66.1","5.45","3.72","30321283"
"4966","上村工業","202203","20220513","72303","13947","14606","9681","101189","78712","1336","457","77.8","13.07","10.39","19756080"
"4967","小林製薬","202212","20230214","166258","26669","28281","20022","255827","197640","3450","-","77.3","10.18","7.88","78050000"
"4968","荒川化学工業","202203","20220511","80515","3304","3566","1502","117739","59184","3343","26680","50.3","2.58","1.34","20652400"
"4970","東洋合成工業","202203","20220511","33144","4624","4794","3457","46886","16061","1618","17818","34.3","23.96","7.65","8143390"
"4971","メック","202212","20230214","16329","4004","4246","3064","27499","23325","594","-","84.8","13.85","11.61","20071093"
"4972","綜研化学","202203","20220513","38638","2229","2744","2040","45582","28348","3361","3622","62.2","7.56","4.75","8300000"
"4973","日本高純度化学","202203","20220425","18714","1201","1339","974","16868","14148","1283","-","83.9","7.15","5.9","6067200"
"4974","タカラバイオ","202203","20220512","67699","28902","28459","19849","115712","95873","14965","-","82.9","23.34","19.32","120415600"
"4975","JCU","202203","20220511","24256","8990","9231","6370","40892","33166","1245","1244","81.1","20.93","16.74","27235477"
"4976","東洋ドライルーブ","202206","20220810","3666","448","741","575","10634","8499","375","718","79.9","7.06","5.64","1355000"
"4977","新田ゼラチン","202203","20220513","31783","1560","1734","726","37410","18083","3144","7753","48.3","4.16","2.01","18373974"
"4978","リプロセル","202203","20220513","2234","-647","-507","-575","8095","7245","1715","80","89.5","-9.11","-8.13","85141191"
"4979","OATアグリオ","202212","20230210","26960","3346","3385","2261","31009","11032","461","11816","35.6","23.39","7.62","11072000"
"4980","デクセリアルズ","202203","20220510","95712","26642","25023","16669","127410","63736","16170","19432","50","28.48","14.98","64544000"
"4985","アース製薬","202212","20230213","152339","7434","8133","5303","124489","62794","9895","2200","50.4","8.64","4.33","22077500"
"4987","寺岡製作所","202203","20220510","22515","134","370","162","37443","29089","5057","784","77.7","0.56","0.44","26687955"
"4990","昭和化学工業","202203","20220513","7779","300","479","345","12613","6122","598","4161","48.5","5.8","2.77","11979000"
"4992","北興化学工業","202211","20230113","44864","4727","5905","4214","57566","38240","3214","1497","66.4","11.63","7.69","29985531"
"4994","大成ラミック","202203","20220516","28161","2999","3070","2163","31398","22400","3426","553","71.3","9.95","7.11","7047500"
"4996","クミアイ化学工業","202210","20221214","145302","12673","23570","16329","204604","115468","4534","34933","56.4","14.89","8.74","133184612"
"4997","日本農薬","202203","20220512","81910","6642","5768","4502","118247","65593","14939","18033","55.5","7.12","3.98","81967082"
"4998","フマキラー","202203","20220513","52729","2183","2541","1391","54222","19223","3698","14260","35.5","7.36","2.77","16490000"
"5009","富士興産","202203","20220513","60488","517","577","2038","20004","9770","5527","-","48.8","20.62","10.72","8743907"
"5010","日本精蝋","202212","20230214","38457","-2043","-2263","-2368","33174","5394","1120","21020","16.3","-36.05","-7.1","22400000"
"5011","ニチレキ","202203","20220510","78001","8566","9311","6811","88425","68075","2919","1300","77","10.47","7.96","31685955"
"5013","ユシロ化学工業","202203","20220513","37686","894","1543","273","51085","31439","4249","6206","61.5","0.89","0.55","13900065"
"5015","ビーピー・カストロール","202212","20230209","11188","869","941","572","12748","10083","1491","-","79.1","5.44","4.35","22975189"
"5017","富士石油","202203","20220510","485302","15539","16076","15203","352842","64369","24467","152094","18.2","27.05","5.02","78183677"
"5018","MORESCO","202202","20220412","27300","1434","2011","1808","29008","17962","2118","910","61.9","10.68","6.38","9696500"
"5019","出光興産","202203","20220510","6686761","434453","459275","279498","4601183","1412102","168351","1336810","30.7","21.81","6.53","297864718"
"5020","ENEOSホールディングス","202203","20220513","10921759","785905","771789","537117","9648219","2860797","100000","2735458","29.7","20.71","6.07","3032850649"
"5021","コスモエネルギーホールディングス","202203","20220512","2440452","235303","233097","138890","1938408","456200","40000","583658","23.5","35.56","7.62","88353761"
"5025","マーキュリーリアルテックイノベーター","202202","20220414","1372","203","194","131","1039","704","241","93","67.8","29.6","15.92","2744000"
"5026","トリプルアイズ","202208","20221013","2424","133","115","112","1788","1157","719","288","64.7","14.01","7.72","6949000"
"5027","AnyMind_Group","-","-","-","-","-","-","-","-","-","-","-","-","-","56986200"
"5028","セカンドサイトアナリティカ","202203","20220513","738","154","145","104","651","462","193","30","71","25.9","18.12","2735310"
"5029","サークレイス","202203","20220512","2266","150","139","175","719","218","100","199","30.3","134.62","27.91","4225850"
"5031","モイ","202301","20230313","6607","104","105","53","3375","1638","1106","-","48.5","4.1","1.76","13966000"
"5032","ANYCOLOR","202204","20220614","14164","4191","4149","2793","9353","6315","104","556","67.5","56.79","35.85","30831485"
"5033","ヌーラボ","-","-","-","-","-","-","-","-","-","-","24.2","68.76","13.36","6450397"
"5034","unerry","202206","20220812","1446","74","71","143","1203","817","100","124","67.9","19.42","13.31","3546800"
"5035","HOUSEI","202212","20230213","4253","184","198","134","4227","2954","631","505","69.9","5.05","3.29","7026000"
"5036","日本ビジネスシステムズ","202209","20221111","86325","4052","4252","2647","38788","19713","539","6171","50.8","16.02","7.75","48366400"
"5038","eWeLL","202212","20230213","1603","692","676","449","1649","1105","328","95","67","55.81","33.14","6961595"
"5070","ドラフト","202212","20230214","8287","108","87","21","5724","2980","807","956","52.1","0.7","0.36","10040000"
"5071","ヴィス","202203","20220513","10727","1008","1012","687","6927","4280","522","-","61.8","17.33","11.26","8220550"
"5074","テスホールディングス","202206","20220815","34945","5146","4654","2695","94256","25207","17","58883","26.7","11.24","2.76","35332100"
"5076","インフロニア・ホールディングス","202203","20220513","682912","37489","38036","26689","926432","346912","20000","193484","37.4","7.69","2.88","274845024"
"5078","セレコーポレーション","202202","20220414","18424","911","980","10679","27426","17770","419","1180","64.8","84.47","53.09","3491900"
"5079","ノバック","202204","20220614","35370","2952","2905","2106","28978","17569","1227","-","60.6","13.33","8.08","5202800"
"5101","横浜ゴム","202212","20230217","860477","68851","71622","45918","1151076","614423","38909","238701","53.4","8.06","4.3","169549081"
"5103","昭和ホールディングス","202203","20220511","9785","-98","-490","-917","6182","2085","5651","894","33.7","-30.27","-3.99","76293426"
"5104","日東化工","202203","20220427","3459","60","108","88","5983","2940","1920","1220","49.1","3.04","1.48","3840000"
"5105","TOYO_TIRE","202212","20230214","497213","44046","51035","47956","598889","320684","55935","129146","53.5","15.97","8.49","154111029"
"5108","ブリヂストン","202212","20230216","4110070","441298","423458","300367","4961818","2965807","126354","453450","59.8","10.74","6.3","713698221"
"5110","住友ゴム工業","202212","20230214","1098664","14988","22539","9415","1225202","546200","42658","311802","44.6","1.8","0.81","263043057"
"5121","藤倉コンポジット","202203","20220513","37190","4160","4778","4062","37750","27464","3804","2844","72.8","15.54","11.19","23446209"
"5122","オカモト","202203","20220513","89581","7541","9310","5577","117560","71962","13047","3698","61.2","8","4.86","18599367"
"5125","ファインズ","-","-","-","-","-","-","-","-","-","-","-","-","-","4490000"
"5126","ポーターズ","202212","20230210","1290","338","326","222","1105","771","46","41","69.8","35.66","23.22","1570700"
"5127","グッピーズ","202208","20221013","1850","470","484","342","1509","832","30","17","55.1","49.89","25.88","3529300"
"5128","WOW_WORLD_GROUP","-","-","-","-","-","-","-","-","-","-","-","-","-","4037052"
"5129","FIXER","202208","20221012","11360","2394","2391","1495","7188","3210","650","118","44.7","60.71","30.45","14656200"
"5131","リンカーズ","-","-","-","-","-","-","-","-","-","-","-","-","-","13638000"
"5132","pluszero","202210","20221214","726","127","116","120","1019","820","100","-","80.5","25.34","18.88","2500000"
"5133","テリロジーホールディングス","-","-","-","-","-","-","-","-","-","-","-","-","-","17111742"
"5134","POPER","202210","20221212","665","-20","-26","7","695","405","171","163","58.3","2.92","1.34","3871253"
"5136","tripla","202210","20221213","817","83","75","74","1880","224","388","233","11.9","39.68","5.3","5434300"
"5137","スマートドライブ","-","-","-","-","-","-","-","-","-","-","-","-","-","6182130"
"5138","Rebase","-","-","-","-","-","-","-","-","-","-","-","-","-","4600000"
"5139","オープンワーク","202212","20230213","2037","611","590","403","5129","4667","1376","-","91","10.78","9.84","5304360"
"5142","アキレス","202203","20220511","75953","855","1595","1525","80123","47728","14640","5200","59.6","3.24","1.94","15362714"
"5161","西川ゴム工業","202203","20220513","84503","2473","3598","2105","115631","68627","3364","21096","59.4","3.1","1.82","19995387"
"5162","朝日ラバー","202203","20220512","7024","291","313","238","9720","4676","516","2426","48.1","5.23","2.37","4618520"
"5184","ニチリン","202212","20230214","64172","7678","8452","4578","72540","46224","2158","1512","63.7","10.53","6.52","14371500"
"5185","フコク","202203","20220513","71504","1749","2522","2084","65039","32225","1395","10928","49.5","6.69","3.23","17609130"
"5186","ニッタ","202203","20220513","83734","5337","13193","10489","147450","118456","8060","861","80.3","9.27","7.44","30272503"
"5187","クリエートメディック","202212","20230213","12257","737","809","460","18865","14723","1461","800","78","3.18","2.49","9664327"
"5189","櫻護謨","202203","20220513","8871","-128","-150","-94","14375","7444","506","3433","51.8","-1.25","-0.64","1012000"
"5191","住友理工","202203","20220510","445985","1110","387","-6357","408280","157876","12145","108285","38.7","-4.09","-1.61","104042806"
"5192","三ツ星ベルト","202203","20220513","74870","7640","8552","6380","118963","86877","8150","4127","73","7.73","5.62","32604198"
"5194","相模ゴム工業","202203","20220519","5414","1088","1466","1097","17038","8657","547","6497","50.8","13.72","6.7","10937449"
"5195","バンドー化学","202203","20220512","93744","2665","3414","1211","116381","72134","10951","13830","62","1.7","1.04","47213536"
"5199","不二ラテックス","202203","20220513","8147","529","486","-142","11807","3098","643","5784","26.2","-4.44","-1.17","1286199"
"5201","AGC","202212","20230208","2035874","57206","58512","-3152","2814029","1390255","90873","650241","49.4","-0.23","-0.12","227441381"
"5202","日本板硝子","202203","20220512","600568","23626","11859","4134","939281","145291","116709","466364","15.5","3.97","0.47","91158999"
"5204","石塚硝子","202203","20220425","69384","2612","2791","2254","82097","25247","6344","20643","30.8","9.33","2.77","4219554"
"5208","有沢製作所","202203","20220512","43089","3320","4204","3911","68689","47787","7643","8417","69.6","8.31","5.75","33460124"
"5210","日本山村硝子","202203","20220516","64291","444","-4652","-9651","97366","39909","14074","32895","41","-21.9","-9.86","11145249"
"5212","不二硝子","202203","20220513","2596","74","96","64","4161","2875","107","168","69.1","2.18","1.51","2142000"
"5214","日本電気硝子","202212","20230203","324634","26184","34058","28167","747907","524345","32155","103525","70.1","5.53","3.9","99523246"
"5216","倉元製作所","202212","20230214","1058","-117","-32","-","1531","688","80","593","44.9","-","-","33831519"
"5217","テクノクオーツ","202203","20220510","15820","3164","3231","2200","18310","13779","829","1430","75.3","17.58","13.1","3900000"
"5218","オハラ","202210","20221215","28304","2976","3665","2116","60678","45025","5855","4738","74.2","4.98","3.7","25450000"
"5232","住友大阪セメント","202203","20220512","184209","6878","9834","9674","331107","200964","41654","56640","60.7","4.78","2.93","34329517"
"5233","太平洋セメント","202203","20220512","708201","46701","50193","28971","1103007","510618","86174","270586","46.3","5.9","2.7","121985078"
"5237","ノザワ","202203","20220513","20546","1848","1987","1713","27807","18348","2449","-","66","9.62","6.22","12075000"
"5240","monoAI_technology","202212","20230214","1451","70","56","71","1730","1260","513","242","72.8","9.05","5.25","10121320"
"5242","アイズ","202212","20230214","847","157","142","96","977","490","159","158","50.2","33.1","13.29","1007000"
"5243","note","202211","20230116","2317","-732","-742","-756","3303","1817","100","160","55","-63.24","-29.92","15019700"
"5244","jig.jp","-","-","-","-","-","-","-","-","-","-","-","-","-","42054000"
"5246","ELEMENTS","202211","20230116","1651","-579","-600","-561","2351","424","100","1430","18","-78.96","-22.6","20787300"
"5247","BTM","-","-","-","-","-","-","-","-","-","-","-","-","-","1379200"
"5248","テクノロジーズ","202301","20230315","1075","168","160","74","1019","708","582","197","69.5","13.9","9.2","2820400"
"5250","プライム・ストラテジー","-","-","-","-","-","-","-","-","-","-","-","-","-","3459000"
"5252","日本ナレッジ","-","-","-","-","-","-","-","-","-","-","-","-","-","1376000"
"5253","カバー","-","-","-","-","-","-","-","-","-","-","-","-","-","61124200"
"5254","Arent","-","-","-","-","-","-","-","-","-","-","-","-","-","6023280"
"5255","モンスターラボホールディングス","-","-","-","-","-","-","-","-","-","-","-","-","-","33501950"
"5256","Fusic","-","-","-","-","-","-","-","-","-","-","-","-","-","1200000"
"5257","ノバシステム","-","-","-","-","-","-","-","-","-","-","-","-","-","1350000"
"5259","BBDイニシアティブ","-","-","-","-","-","-","-","-","-","-","-","-","-","5162157"
"5261","リソルホールディングス","202203","20220512","20902","685","785","474","39056","13457","3948","15551","34.5","3.53","1.22","5564200"
"5262","日本ヒューム","202203","20220513","29501","1449","2526","2136","52121","36627","5251","982","70.3","5.91","4.17","29347500"
"5268","旭コンクリート工業","202203","20220513","6467","365","480","309","13626","10175","1204","700","74.7","3.04","2.23","13233000"
"5269","日本コンクリート工業","202203","20220513","47376","1228","1553","874","75334","36034","5111","12871","47.8","2.38","1.16","57777432"
"5271","トーヨーアサノ","202202","20220408","17760","142","178","114","17628","3683","720","6097","20.9","3.21","0.66","1440840"
"5273","三谷セキサン","202203","20220513","77320","7602","8373","5322","103609","67031","2146","206","64.7","7.93","5.28","24986599"
"5277","スパンクリートコーポレーション","202203","20220513","2575","-382","-385","-274","7810","6332","3295","500","81.1","-4.33","-3.51","9332400"
"5279","日本興業","202203","20220428","11768","364","420","273","13760","7161","2019","2822","52","3.85","1.97","3064200"
"5280","ヨシコン","202203","20220428","20067","2373","2619","1643","32216","22559","100","5117","70","7.48","4.73","8030248"
"5282","ジオスター","202203","20220513","30860","2204","2214","1455","35149","21722","3352","370","61.8","6.88","4.28","31530000"
"5283","高見澤","202206","20220810","63367","1088","1317","621","33958","11947","1264","9179","35.2","5.33","1.84","1758400"
"5284","ヤマウホールディングス","202203","20220511","19503","2228","2340","1526","23133","8127","800","5688","35.1","20.31","6.64","6306000"
"5285","ヤマックス","202203","20220513","15771","536","537","364","13321","5301","1752","1836","39.8","7.05","2.67","11580000"
"5287","イトーヨーギョー","202203","20220513","2934","62","58","317","5619","3196","500","1013","56.9","10.31","5.73","3568000"
"5288","アジアパイルホールディングス","202203","20220510","93176","2184","2169","1494","85755","37286","6621","11080","43.5","4.07","1.82","38089792"
"5290","ベルテクスコーポレーション","202203","20220512","37514","6143","6434","4242","47419","29046","3000","4041","61.3","15.36","9.06","30553350"
"5301","東海カーボン","202212","20230209","340371","40588","42521","22418","576465","268827","20436","171451","46.6","9","4.12","224943104"
"5302","日本カーボン","202212","20230210","35799","4791","5042","3194","74181","45563","7402","9092","61.4","7.05","4.35","11832504"
"5304","SECカーボン","202203","20220512","22919","3222","3779","3039","62608","56054","5913","-","89.5","5.55","5.01","4138868"
"5310","東洋炭素","202212","20230214","43774","6667","7369","5181","89432","77147","7947","285","86.3","6.94","5.99","20992588"
"5331","ノリタケカンパニーリミテド","202203","20220510","127641","9353","12509","9068","163562","118121","15632","6500","72.2","7.92","5.69","14842849"
"5332","TOTO","202203","20220428","645273","52180","56870","40131","641025","405448","35579","38038","63.2","10.4","6.23","176981297"
"5333","日本碍子","202203","20220428","510439","83527","86248","70851","982833","583148","69849","252349","59.3","12.94","7.49","311829996"
"5334","日本特殊陶業","202203","20220428","491733","75512","83642","60200","823181","514318","47869","154735","62.5","12.5","7.55","204175320"
"5337","ダントーホールディングス","202212","20230214","4644","-1044","-1082","-370","11114","8020","1635","250","72.2","-4.68","-3.33","33000000"
"5341","アサヒ衛陶","202211","20230119","2282","-188","-158","-163","2072","1188","1970","558","57.3","-13.97","-7.9","3769700"
"5344","MARUWA","202203","20220427","54344","18215","19182","13350","95899","79681","8646","1699","83.1","18.28","15.35","12372000"
"5351","品川リフラクトリーズ","202203","20220512","110784","10107","10716","5308","119710","60170","3300","22776","50.3","8.78","4.62","9429366"
"5352","黒崎播磨","202203","20220513","133778","7566","8679","5490","142694","65345","5537","34197","45.8","8.75","4.02","9114528"
"5355","日本坩堝","202203","20220512","8675","255","314","212","11077","5186","704","2434","46.8","4.2","1.95","7045200"
"5357","ヨータイ","202203","20220513","25912","4089","4123","2966","38750","30109","2654","-","77.7","10.03","8","25587421"
"5363","東京窯業","202203","20220518","25907","3092","3555","1732","47308","31815","2398","3772","67.3","5.56","3.75","45477000"
"5367","ニッカトー","202203","20220509","9979","972","1027","671","16533","11786","1320","1412","71.3","5.78","4.13","12135695"
"5368","日本インシュレーション","202203","20220512","14118","1861","1891","1145","16450","12080","1200","1023","73.4","9.8","7.01","8707200"
"5380","新東","202206","20220805","5419","-2","22","-1","6919","3300","412","2245","47.7","-0.03","-0.01","831682"
"5381","Mipox","202203","20220513","10449","1467","1613","1550","14606","8091","3379","3720","55.4","24.87","11.97","14451920"
"5384","フジミインコーポレーテッド","202203","20220531","51731","12059","12490","9156","75684","62967","4753","-","83.2","15.38","12.95","26699500"
"5386","鶴弥","202203","20220428","7739","150","189","128","15728","11724","2144","1500","74.5","1.09","0.81","7767800"
"5388","クニミネ工業","202203","20220506","15257","1666","1913","1301","24848","20505","1617","925","82.5","6.52","5.29","14450000"
"5391","エーアンドエーマテリアル","202203","20220510","35923","1440","1563","958","36231","15676","3889","6007","43.3","6.23","2.57","7778000"
"5393","ニチアス","202203","20220509","216236","26264","30572","22034","246924","154287","12128","23770","62.5","15.21","9.45","67811917"
"5395","理研コランダム","202212","20230214","4007","68","46","721","6679","4819","500","244","72.2","15.65","11.23","922128"
"5401","日本製鉄","202203","20220510","6808890","840901","816583","637321","8752346","3466799","419524","2653395","39.6","20.47","7.81","950321402"
"5406","神戸製鋼所","202203","20220511","2082582","87622","93233","60083","2728745","815327","250930","908441","29.9","7.88","2.26","396345963"
"5408","中山製鋼所","202203","20220510","166701","7250","6654","4815","143618","88931","20044","15992","61.9","5.56","3.61","63079256"
"5410","合同製鐵","202203","20220428","204201","-2697","-1252","-1112","223377","98659","34896","71647","44.2","-1.12","-0.51","17145211"
"5411","JFEホールディングス","202203","20220506","4365145","400192","388535","288058","5287909","1988269","147143","1849465","37.6","15.71","5.79","614438399"
"5423","東京製鐵","202203","20220422","270883","31773","33426","31937","240325","158280","30894","775","65.9","22.09","14.99","155064249"
"5440","共英製鋼","202203","20220428","292719","8819","10549","6322","314203","162955","18516","94492","51.9","3.98","2.12","44898730"
"5444","大和工業","202203","20220428","150029","13290","57646","39917","414928","350351","7996","-","84.4","12.24","10.3","65000000"
"5445","東京鐵鋼","202203","20220510","66089","-192","-644","-4724","63062","42348","5839","7450","67.2","-10.46","-7.37","9365305"
"5446","北越メタル","202203","20220511","27356","-762","-697","-967","26537","15365","1969","3762","57.9","-6.13","-3.64","3994000"
"5449","大阪製鐵","202203","20220427","104455","3863","3958","2567","208294","148652","8769","26175","71.4","1.74","1.27","42279982"
"5451","淀川製鋼所","202203","20220510","201655","14349","17916","9789","244671","170296","23220","1320","69.6","5.88","4.16","34837230"
"5458","高砂鐵工","202203","20220513","10830","796","807","647","8486","3898","1504","-","45.9","18.13","8.19","3008000"
"5461","中部鋼鈑","202203","20220510","64399","5554","5525","3785","77746","65455","5907","-","84.2","5.93","5.14","30200000"
"5463","丸一鋼管","202203","20220512","224218","36276","38458","27760","370078","297476","9595","3219","80.4","9.8","7.93","84000000"
"5464","モリ工業","202203","20220510","43076","5683","6148","4320","62527","46276","7360","2006","74","9.69","7.28","7766380"
"5471","大同特殊鋼","202203","20220428","529667","36982","39200","26894","728187","329714","37172","226473","45.3","8.5","3.86","43448769"
"5476","日本高周波鋼業","202203","20220428","41714","530","583","417","39335","15259","12721","8019","38.8","2.77","1.09","14687617"
"5480","日本冶金工業","202203","20220509","148925","13966","12807","8471","187494","62164","24301","74421","33.2","14.45","4.86","15497333"
"5481","山陽特殊製鋼","202203","20220428","363278","21416","21664","15267","377911","196995","53800","78998","52.1","8.13","4.38","54507307"
"5482","愛知製鋼","202203","20220622","260117","2139","2895","1089","364400","201548","25016","66667","55.3","0.59","0.32","19886675"
"5484","東北特殊鋼","202203","20220513","19883","2032","2142","1154","31217","25314","827","-","81.1","4.66","3.78","7550000"
"5491","日本金属","202203","20220512","49117","1437","1337","2517","72179","23314","6857","22442","32.3","11.5","3.69","6700000"
"5527","property_technologies","202211","20230113","38795","2359","2201","1392","30925","5265","100","21510","17","28.89","4.9","4151851"
"5541","大平洋金属","202203","20220510","57129","4806","12999","11368","89852","79866","13922","-","88.9","15.51","13.75","19577071"
"5542","新報国マテリアル","202212","20230210","6361","637","652","491","7283","4818","175","1500","66.2","10.57","6.89","3510000"
"5563","新日本電工","202212","20230208","79341","8815","10367","7949","104943","69188","11084","16750","65.9","11.91","7.92","146931567"
"5602","栗本鐵工所","202203","20220513","105954","4172","4179","2917","139722","66342","31186","24186","47.5","4.48","2.13","13098490"
"5603","虹技","202203","20220510","23117","154","89","43","31247","11036","2002","8835","35.3","0.39","0.15","3362163"
"5609","日本鋳造","202203","20220426","12106","787","814","663","21088","11252","2627","2900","53.4","6.02","3.26","4825050"
"5610","大和重工","202212","20230213","3865","-61","63","70","5971","2496","651","1700","41.8","2.84","1.19","1358000"
"5612","日本鋳鉄管","202203","20220427","15185","383","417","236","17780","8086","1855","3050","45.5","2.93","1.35","3293074"
"5631","日本製鋼所","202203","20220511","213790","15460","16772","13948","339729","149440","19778","57493","44","9.62","4.25","74387779"
"5632","三菱製鋼","202203","20220513","146292","6270","5780","4068","142962","42600","10003","47505","29.8","9.98","2.96","15709968"
"5644","メタルアート","202203","20220513","35010","3206","3308","2215","38635","17566","2143","3860","45.5","13.56","6.35","3157382"
"5658","日亜鋼業","202203","20220513","30720","2012","2620","1715","69225","46584","10720","5860","67.3","3.74","2.55","51755478"
"5659","日本精線","202203","20220427","44795","4596","4599","3177","51230","34961","5000","355","68.2","9.41","6.53","6253038"
"5660","神鋼鋼線工業","202203","20220511","29448","748","875","599","41578","21085","8062","10223","50.7","2.91","1.46","5912999"
"5695","パウダーテック","202203","20220513","8837","1115","1135","817","15431","12328","1557","-","79.9","6.79","5.53","2970000"
"5697","サンユウ","202203","20220513","21070","1072","1165","669","18431","8781","1513","2351","47.6","7.9","3.75","6091000"
"5698","エンビプロ・ホールディングス","202206","20220810","57319","3343","4166","3111","28963","15810","1524","7934","54.6","21.63","11.21","30102454"
"5699","イボキン","202212","20230214","7961","486","525","346","5322","3806","130","301","71.5","9.32","6.24","3427200"
"5702","大紀アルミニウム工業所","202203","20220513","236056","20376","20665","14880","141616","57579","6346","58703","40.7","29.56","12.44","43629235"
"5703","日本軽金属ホールディングス","202203","20220516","486579","22198","22928","16759","532601","203089","46525","155406","38.1","8.51","3.22","61993750"
"5704","JMC","202212","20230214","2955","351","381","247","4332","2457","787","799","56.7","10.61","6.07","5320700"
"5706","三井金属鉱業","202203","20220511","633346","60737","65990","52088","637878","239692","42149","225100","37.6","23.75","8.45","57329098"
"5707","東邦亜鉛","202203","20220513","124279","10509","9353","7922","145796","45964","14630","66445","31.5","18.12","6.11","13585521"
"5711","三菱マテリアル","202203","20220513","1811759","52708","76080","45015","2125032","584817","119457","608709","27.5","7.97","2.16","131489535"
"5713","住友金属鉱山","202203","20220510","1259091","270982","357434","281037","2268756","1445329","93242","331232","63.7","21.96","13.53","290814015"
"5714","DOWAホールディングス","202203","20220513","831794","63824","76073","51012","657283","313455","36437","131624","47.7","17.62","8.12","61989206"
"5715","古河機械金属","202203","20220512","199097","7734","8996","6477","229727","97254","28208","65670","42.3","6.85","2.89","40445568"
"5721","エス・サイエンス","202203","20220512","1155","-259","-230","-329","2940","2689","2111","3","91.5","-14.67","-13.28","141593749"
"5724","アサカ理研","202209","20221111","8592","815","776","622","7885","4078","504","2081","51.7","16.38","8.29","5144600"
"5726","大阪チタニウムテクノロジーズ","202203","20220513","28549","-1914","-1719","-3112","76586","26509","8739","40500","34.6","-11.07","-4.03","36800000"
"5727","東邦チタニウム","202203","20220510","55515","5228","5177","3695","98095","47031","11963","38152","47.9","8.09","3.91","71270910"
"5729","日本精鉱","202203","20220513","17097","2191","2246","1540","14840","9298","1018","1592","62.7","17.84","11.39","2605900"
"5741","UACJ","202203","20220512","782911","59520","52286","32054","828729","227993","52277","339447","27.5","15.6","4.11","48328193"
"5742","エヌアイシ・オートテック","202203","20220513","7432","255","267","248","8713","4639","156","1803","53.2","5.35","2.94","5500000"
"5753","日本伸銅","202203","20220513","26137","2365","1503","1058","15426","9457","1595","2340","61.3","11.66","7.46","2370000"
"5757","CKサンエツ","202203","20220513","115343","10771","6571","4313","71099","38524","2756","8440","54.2","11.7","6.29","8867000"
"5759","日本電解","202203","20220513","20558","1004","976","848","18034","5755","143","8589","31.9","15.85","5.35","8957500"
"5781","東邦金属","202203","20220512","6400","685","707","601","5800","2989","2531","1410","51.5","22.73","10.67","2338001"
"5801","古河電気工業","202203","20220512","930496","11428","19666","10093","935876","279219","69395","342120","29.8","3.74","1.14","70666917"
"5802","住友電気工業","202203","20220511","3367863","122195","138160","96306","3807390","1769788","99737","807296","46.5","5.67","2.68","793940571"
"5803","フジクラ","202203","20220512","670350","38288","34089","39101","611526","220492","53076","211491","36.1","20.4","6.62","295863421"
"5805","SWCC","202203","20220512","199194","10039","9882","9353","147356","58274","24221","38350","39.5","17.67","6.76","30826861"
"5809","タツタ電線","202203","20220513","59861","2885","3114","2330","58654","48169","6676","900","82.1","4.9","4.03","70156394"
"5816","オーナンバ","202212","20230203","43638","2528","2912","2133","36874","20590","2323","4506","55.8","11.11","6.11","12558251"
"5817","JMACS","202202","20220414","4784","169","217","37","8542","4437","647","2656","51.9","0.83","0.43","4691555"
"5819","カナレ電気","202212","20230127","11167","1177","1260","868","17731","15694","1047","-","88.5","5.71","5.11","7028060"
"5820","三ッ星","202203","20220513","9187","237","302","281","10419","6170","1136","1453","59.2","4.63","2.76","1266655"
"5821","平河ヒューテック","202203","20220510","27803","1956","2029","1503","41574","30418","1555","4432","73.2","5.19","3.82","17627800"
"5830","いよぎんホールディングス","-","-","-","-","-","-","-","-","-","-","-","-","-","313408831"
"5831","しずおかフィナンシャルグループ","-","-","-","-","-","-","-","-","-","-","-","-","-","595129069"
"5832","ちゅうぎんフィナンシャルグループ","-","-","-","-","-","-","-","-","-","-","-","-","-","184771461"
"5834","SBIリーシングサービス","-","-","-","-","-","-","-","-","-","-","-","-","-","7776800"
"5851","リョービ","202212","20230213","249521","6969","7791","4784","300285","134460","18472","74356","44.8","3.72","1.65","32646143"
"5852","アーレスティ","202203","20220518","116313","-2422","-2032","-5189","131302","53426","6964","42916","40.7","-9.53","-3.94","26076717"
"5856","エルアイイーエイチ","202203","20220513","15522","486","475","168","5588","3262","100","729","58.4","4.94","2.95","74903800"
